date,Rank,Company Name,% of Net Assets,Ticker,Identifier,Type,Shares Held,Market Value($),Notional Value($)
02_05_2021,1,Cash,34.06,–,–,Cash,10523987,10523987,0
02_05_2021,2,EURO,31.31,–,–,Currency,8044571,9673955,0
02_05_2021,3,SCHWAB SHORT-TER,18.28,SCHO,US8085248628,Mutual Fund,109950,5649231,0
02_05_2021,4,EURO,16.36,–,–,Currency,4202825,5054085,0
02_05_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,241,0,4446450
02_05_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,62,0,1198460
02_05_2021,7,EURO FX CURR FUT  MAR21,0,ECH1,–,Future,55,0,8286094
02_05_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,427,0,19615186
02_05_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,37,0,1709910
02_05_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,364,0,2977520
02_08_2021,1,Cash,33.79,–,–,Cash,10529586,10529586,0
02_08_2021,2,EURO,31.1,–,–,Currency,8044571,9691670,0
02_08_2021,3,SCHWAB SHORT-TER,18.13,SCHO,US8085248628,Mutual Fund,109950,5649231,0
02_08_2021,4,EURO,16.98,–,–,Currency,4393065,5292531,0
02_08_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,241,0,4456090
02_08_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,62,0,1199080
02_08_2021,7,EURO FX CURR FUT  MAR21,0,ECH1,–,Future,55,0,8294344
02_08_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,427,0,19862020
02_08_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,37,0,1731317
02_08_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,364,0,2966600
02_09_2021,1,EURO,41.1,–,–,Currency,10571842,12789240,0
02_09_2021,2,Cash,24.3,–,–,Cash,7561988,7561988,0
02_09_2021,3,SCHWAB SHORT-TER,18.15,SCHO,US8085248628,Mutual Fund,109950,5647032,0
02_09_2021,4,EURO,16.45,–,–,Currency,4230665,5118029,0
02_09_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,241,0,4458500
02_09_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,62,0,1199700
02_09_2021,7,EURO FX CURR FUT  MAR21,0,ECH1,–,Future,55,0,8336625
02_09_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,427,0,19763640
02_09_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,37,0,1722835
02_09_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,364,0,2999360
02_10_2021,1,EURO,40.31,–,–,Currency,10571842,12824147,0
02_10_2021,2,Cash,23.91,–,–,Cash,7607995,7607995,0
02_10_2021,3,EURO,18.02,–,–,Currency,4727145,5734252,0
02_10_2021,4,SCHWAB SHORT-TER,17.75,SCHO,US8085248628,Mutual Fund,109950,5648132,0
02_10_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,271,0,5013500
02_10_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,62,0,1199700
02_10_2021,7,EURO FX CURR FUT  MAR21,0,ECH1,–,Future,55,0,8344188
02_10_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,427,0,20371811
02_10_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,37,0,1775562
02_10_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,404,0,3369360
03_01_2021,1,EURO,47.06,–,–,Currency,14996366,18072919,0
03_01_2021,2,Cash,26.95,–,–,Cash,10351125,10351125,0
03_01_2021,3,SCHWAB SHORT-TER,14.69,SCHO,US8085248628,Mutual Fund,109950,5643734,0
03_01_2021,4,EURO,11.3,–,–,Currency,3600736,4339438,0
03_01_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,350,0,6506500
03_01_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,83,0,1613520
03_01_2021,7,EURO FX CURR FUT  MAR21,0,ECH1,–,Future,55,0,8284719
03_01_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,534,0,23895079
03_01_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,45,0,2030984
03_01_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,513,0,4278420
03_02_2021,1,EURO,46.02,–,–,Currency,14996366,18089269,0
03_02_2021,2,Cash,26.4,–,–,Cash,10379244,10379244,0
03_02_2021,3,SCHWAB SHORT-TER,14.36,SCHO,US8085248628,Mutual Fund,109950,5643734,0
03_02_2021,4,EURO,13.22,–,–,Currency,4308016,5196516,0
03_02_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,350,0,6510000
03_02_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,83,0,1613520
03_02_2021,7,EURO FX CURR FUT  MAR21,0,ECH1,–,Future,55,0,8310156
03_02_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,534,0,24702540
03_02_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,45,0,2100130
03_02_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,513,0,4278420
03_03_2021,1,EURO,46.78,–,–,Currency,14987528,18096727,0
03_03_2021,2,Cash,26.77,–,–,Cash,10356678,10356678,0
03_03_2021,3,SCHWAB SHORT-TER,14.58,SCHO,US8085248628,Mutual Fund,109950,5641535,0
03_03_2021,4,EURO,11.86,–,–,Currency,3798946,4587046,0
03_03_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,350,0,6503000
03_03_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,83,0,1611860
03_03_2021,7,EURO FX CURR FUT  MAR21,0,ECH1,–,Future,55,0,8297094
03_03_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,534,0,24159891
03_03_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,45,0,2054963
03_03_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,513,0,4278420
03_04_2021,1,EURO,46.24,–,–,Currency,14987528,18046391,0
03_04_2021,2,Cash,26.36,–,–,Cash,10286411,10286411,0
03_04_2021,3,SCHWAB SHORT-TER,14.45,SCHO,US8085248628,Mutual Fund,109950,5639336,0
03_04_2021,4,EURO,12.95,–,–,Currency,4198456,5055335,0
03_04_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,350,0,6503000
03_04_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,83,0,1611860
03_04_2021,7,EURO FX CURR FUT  MAR21,0,ECH1,–,Future,55,0,8227656
03_04_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,534,0,24536352
03_04_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,45,0,2086635
03_04_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,513,0,4278420
03_05_2021,1,EURO,40.07,–,–,Currency,14987528,17848670,0
03_05_2021,2,Cash,34.71,–,–,Cash,15461416,15461416,0
03_05_2021,3,SCHWAB SHORT-TER,12.66,SCHO,US8085248628,Mutual Fund,109950,5639336,0
03_05_2021,4,EURO,12.56,–,–,Currency,4695946,5592409,0
03_05_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,399,0,7417410
03_05_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,95,0,1845850
03_05_2021,7,EURO FX CURR FUT  MAR21,0,ECH1,–,Future,55,0,8191563
03_05_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,607,0,28206669
03_05_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,51,0,2390568
03_05_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,585,0,4639050
03_08_2021,1,EURO,48.13,–,–,Currency,18069182,21426500,0
03_08_2021,2,Cash,26.5,–,–,Cash,11796892,11796892,0
03_08_2021,3,EURO,12.71,–,–,Currency,4771261,5657778,0
03_08_2021,4,SCHWAB SHORT-TER,12.66,SCHO,US8085248628,Mutual Fund,109950,5637137,0
03_08_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,399,0,7417410
03_08_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,95,0,1845850
03_08_2021,7,EURO FX CURR FUT  MAR21,0,ECH1,–,Future,55,0,8153063
03_08_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,607,0,28165099
03_08_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,51,0,2386987
03_08_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,585,0,4685850
03_09_2021,1,EURO,46.94,–,–,Currency,18069182,21472587,0
03_09_2021,2,Cash,25.74,–,–,Cash,11773760,11773760,0
03_09_2021,3,EURO,14.99,–,–,Currency,5770911,6857885,0
03_09_2021,4,SCHWAB SHORT-TER,12.33,SCHO,US8085248628,Mutual Fund,109950,5638236,0
03_09_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,399,0,7413420
03_09_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,95,0,1844900
03_09_2021,7,EURO FX CURR FUT  MAR21,0,ECH1,–,Future,55,0,8182625
03_09_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,607,0,29322103
03_09_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,51,0,2483636
03_09_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,585,0,4639050
03_10_2021,1,EURO,46.25,–,–,Currency,18069182,21496088,0
03_10_2021,2,Cash,25.34,–,–,Cash,11779507,11779507,0
03_10_2021,3,EURO,16.27,–,–,Currency,6356531,7562077,0
03_10_2021,4,SCHWAB SHORT-TER,12.14,SCHO,US8085248628,Mutual Fund,109950,5640435,0
03_10_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,399,0,7417410
03_10_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,95,0,1844900
03_10_2021,7,EURO FX CURR FUT  MAR21,0,ECH1,–,Future,55,0,8197063
03_10_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,607,0,29996883
03_10_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,51,0,2540353
03_10_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,585,0,4627350
03_11_2021,1,EURO,52.09,–,–,Currency,20464627,24476584,0
03_11_2021,2,Cash,19.07,–,–,Cash,8961174,8961174,0
03_11_2021,3,EURO,16.83,–,–,Currency,6613661,7910226,0
03_11_2021,4,SCHWAB SHORT-TER,12.01,SCHO,US8085248628,Mutual Fund,109950,5641535,0
03_11_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,399,0,7409430
03_11_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,95,0,1843950
03_11_2021,7,EURO FX CURR FUT  MAR21,0,ECH1,–,Future,55,0,8238656
03_11_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,607,0,30441113
03_11_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,51,0,2578395
03_11_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,585,0,4627350
03_12_2021,1,EURO,45.72,–,–,Currency,20464627,24430708,0
03_12_2021,2,Cash,27.6,–,–,Cash,14749437,14749437,0
03_12_2021,3,EURO,16.13,–,–,Currency,7219021,8618080,0
03_12_2021,4,SCHWAB SHORT-TER,10.55,SCHO,US8085248628,Mutual Fund,109950,5640435,0
03_12_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,451,0,8375070
03_12_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,107,0,2077940
03_12_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8231438
03_12_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,681,0,34836151
03_12_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,57,0,2938937
03_12_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,644,0,5113360
03_15_2021,1,EURO,53.79,–,–,Currency,23898989,28479318,0
03_15_2021,2,Cash,20.08,–,–,Cash,10631251,10631251,0
03_15_2021,3,EURO,15.48,–,–,Currency,6878729,8197062,0
03_15_2021,4,SCHWAB SHORT-TER,10.65,SCHO,US8085248628,Mutual Fund,109950,5640435,0
03_15_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,451,0,8375070
03_15_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,107,0,2076870
03_15_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8214938
03_15_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,681,0,34400169
03_15_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,57,0,2902404
03_15_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,644,0,5113360
03_16_2021,1,EURO,49.11,–,–,Currency,23898989,28426812,0
03_16_2021,2,Cash,28.2,–,–,Cash,16321780,16321780,0
03_16_2021,3,EURO,12.94,–,–,Currency,6296849,7489829,0
03_16_2021,4,SCHWAB SHORT-TER,9.75,SCHO,US8085248628,Mutual Fund,109950,5641535,0
03_16_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,500,0,9285000
03_16_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,119,0,2310980
03_16_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8199813
03_16_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,758,0,37506899
03_16_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,63,0,3144305
03_16_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,701,0,5608000
03_17_2021,1,EURO,55.03,–,–,Currency,27370867,32583590,0
03_17_2021,2,Cash,20.49,–,–,Cash,12129502,12129502,0
03_17_2021,3,EURO,14.95,–,–,Currency,7437328,8853751,0
03_17_2021,4,SCHWAB SHORT-TER,9.53,SCHO,US8085248628,Mutual Fund,109950,5642634,0
03_17_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,500,0,9280000
03_17_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,119,0,2309790
03_17_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8250344
03_17_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,758,0,38792434
03_17_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,63,0,3250423
03_17_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,701,0,5502850
03_18_2021,1,EURO,55.61,–,–,Currency,27370867,32639931,0
03_18_2021,2,Cash,20.66,–,–,Cash,12127220,12127220,0
03_18_2021,3,EURO,14.12,–,–,Currency,6952308,8290671,0
03_18_2021,4,SCHWAB SHORT-TER,9.61,SCHO,US8085248628,Mutual Fund,109950,5641535,0
03_18_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,500,0,9265000
03_18_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,119,0,2305030
03_18_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8206000
03_18_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,758,0,38326198
03_18_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,63,0,3210966
03_18_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,701,0,5565940
03_19_2021,1,EURO,59.08,–,–,Currency,28880535,34395102,0
03_19_2021,2,Cash,17.73,–,–,Cash,10321017,10321017,0
03_19_2021,3,EURO,13.5,–,–,Currency,6599278,7859371,0
03_19_2021,4,SCHWAB SHORT-TER,9.69,SCHO,US8085248628,Mutual Fund,109950,5641535,0
03_19_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,500,0,9270000
03_19_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,119,0,2306220
03_19_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8201875
03_19_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,758,0,37887813
03_19_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,63,0,3174497
03_19_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,701,0,5558930
03_22_2021,1,EURO,53,–,–,Currency,28880535,34460356,0
03_22_2021,2,Cash,24.91,–,–,Cash,16197371,16197371,0
03_22_2021,3,EURO,13.42,–,–,Currency,7313548,8726551,0
03_22_2021,4,SCHWAB SHORT-TER,8.67,SCHO,US8085248628,Mutual Fund,109950,5640435,0
03_22_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,549,0,10178460
03_22_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,131,0,2538780
03_22_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8224906
03_22_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,833,0,42580326
03_22_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,69,0,3555054
03_22_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,759,0,6079590
03_23_2021,1,EURO,54.47,–,–,Currency,32232705,38266579,0
03_23_2021,2,Cash,27.29,–,–,Cash,19167316,19167316,0
03_23_2021,3,EURO,10.21,–,–,Currency,6041250,7172155,0
03_23_2021,4,SCHWAB SHORT-TER,8.03,SCHO,US8085248628,Mutual Fund,109950,5641535,0
03_23_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,610,0,11285000
03_23_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,146,0,2830940
03_23_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8162688
03_23_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,932,0,45840963
03_23_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,77,0,3819285
03_23_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,831,0,6664620
03_24_2021,1,EURO,56.68,–,–,Currency,37033675,43812835,0
03_24_2021,2,Cash,26.5,–,–,Cash,20486406,20486406,0
03_24_2021,3,EURO,9.51,–,–,Currency,6214872,7352529,0
03_24_2021,4,SCHWAB SHORT-TER,7.3,SCHO,US8085248628,Mutual Fund,109950,5643734,0
03_24_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,671,0,12426920
03_24_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,161,0,3112130
03_24_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8141719
03_24_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,1027,0,50543850
03_24_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,85,0,4219480
03_24_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,903,0,7224000
03_25_2021,1,EURO,58.71,–,–,Currency,41682251,49082984,0
03_25_2021,2,Cash,27.75,–,–,Cash,23199746,23199746,0
03_25_2021,3,EURO,6.79,–,–,Currency,4821410,5677457,0
03_25_2021,4,SCHWAB SHORT-TER,6.75,SCHO,US8085248628,Mutual Fund,109950,5642634,0
03_25_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,744,0,13771440
03_25_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,179,0,3465440
03_25_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8109750
03_25_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,1146,0,54451261
03_25_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,95,0,4554120
03_25_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,983,0,7864000
03_26_2021,1,EURO,62.36,–,–,Currency,46777278,55183359,0
03_26_2021,2,Cash,22.57,–,–,Cash,19969568,19969568,0
03_26_2021,3,EURO,8.7,–,–,Currency,6523779,7696131,0
03_26_2021,4,SCHWAB SHORT-TER,6.38,SCHO,US8085248628,Mutual Fund,109950,5642634,0
03_26_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,768,0,14208000
03_26_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,185,0,3579750
03_26_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8119031
03_26_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,1182,0,58188753
03_26_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,98,0,4866068
03_26_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,1011,0,8037450
03_29_2021,1,EURO,63.34,–,–,Currency,48404781,56940772,0
03_29_2021,2,Cash,21.65,–,–,Cash,19458845,19458845,0
03_29_2021,3,EURO,8.74,–,–,Currency,6675475,7852669,0
03_29_2021,4,SCHWAB SHORT-TER,6.28,SCHO,US8085248628,Mutual Fund,109950,5642634,0
03_29_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,780,0,14422200
03_29_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,188,0,3637800
03_29_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8100813
03_29_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,1201,0,59125328
03_29_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,100,0,4964180
03_29_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,1026,0,8187480
03_30_2021,1,Cash,65.94,–,–,Cash,61281831,61281831,0
03_30_2021,2,EURO,19.24,–,–,Currency,15245943,17879609,0
03_30_2021,3,EURO,8.75,–,–,Currency,6935508,8133585,0
03_30_2021,4,SCHWAB SHORT-TER,6.07,SCHO,US8085248628,Mutual Fund,109950,5642634,0
03_30_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,804,0,14874000
03_30_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,194,0,3755840
03_30_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8068500
03_30_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,1239,0,61099977
03_30_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,103,0,5121614
03_30_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,1055,0,8440000
03_31_2021,1,Cash,79.24,–,–,Cash,74249061,74249061,0
03_31_2021,2,EURO,9.54,–,–,Currency,7604301,8937299,0
03_31_2021,3,SCHWAB SHORT-TER,6.02,SCHO,US8085248628,Mutual Fund,109950,5641535,0
03_31_2021,4,EURO,5.2,–,–,Currency,4146185,4872991,0
03_31_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,804,0,14882040
03_31_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,194,0,3755840
03_31_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8072625
03_31_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,1239,0,61960921
03_31_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,103,0,5192067
03_31_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,1055,0,8418900
04_01_2021,1,Cash,79.66,–,–,Cash,75727247,75727247,0
04_01_2021,2,EURO,9.28,–,–,Currency,7496941,8816819,0
04_01_2021,3,SCHWAB SHORT-TER,5.93,SCHO,US8085248628,Mutual Fund,109950,5638236,0
04_01_2021,4,EURO,5.13,–,–,Currency,4146185,4876143,0
04_01_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,816,0,15128640
04_01_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,197,0,3821800
04_01_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8104594
04_01_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,1258,0,62833424
04_01_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,105,0,5286428
04_01_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,1070,0,8527900
04_05_2021,1,Cash,78.53,–,–,Cash,74704937,74704937,0
04_05_2021,2,EURO,9.3,–,–,Currency,7496894,8845162,0
04_05_2021,3,EURO,6.25,–,–,Currency,5038992,5945223,0
04_05_2021,4,SCHWAB SHORT-TER,5.93,SCHO,US8085248628,Mutual Fund,109950,5637137,0
04_05_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,816,0,15136800
04_05_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,197,0,3821800
04_05_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8132438
04_05_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,1258,0,63035808
04_05_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,105,0,5303456
04_05_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,1070,0,8527900
04_06_2021,1,Cash,76.9,–,–,Cash,77707562,77707562,0
04_06_2021,2,EURO,11.61,–,–,Currency,9911504,11734173,0
04_06_2021,3,EURO,5.9,–,–,Currency,5038992,5965634,0
04_06_2021,4,SCHWAB SHORT-TER,5.58,SCHO,US8085248628,Mutual Fund,109950,5639336,0
04_06_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,840,0,15598800
04_06_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,203,0,3946320
04_06_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8172656
04_06_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,1294,0,67773876
04_06_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,108,0,5702582
04_06_2021,10,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,1099,0,8759030
04_07_2021,1,Cash,75.68,–,–,Cash,77184898,77184898,0
04_07_2021,2,EURO,10.94,–,–,Currency,9378530,11160930,0
04_07_2021,3,EURO,7.85,–,–,Currency,6728247,8006958,0
04_07_2021,4,SCHWAB SHORT-TER,5.53,SCHO,US8085248628,Mutual Fund,109950,5638236,0
04_07_2021,5,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,852,0,15838680
04_07_2021,6,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,206,0,4008760
04_07_2021,7,EURO FX CURR FUT  JUN21,0,ECM1,–,Future,55,0,8169219
04_07_2021,8,ICE ECX EMISSION  DEC21,0,MOZ21,–,Future,1313,0,68532881
04_07_2021,9,ICE ECX EMISSION  DEC22,0,MOZ22,–,Future,110,0,5789956
