date,Rank,Company Name,% of Net Assets,Ticker,Identifier,Type,Shares Held,Market Value($),Notional Value($)
10_25_2021,11,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,7439,0,94177740
10_26_2021,1,EURO,60.98,–,–,Currency,556508210,645211949,0
10_26_2021,2,Cash,23.8,–,–,Cash,251786985,251786985,0
10_26_2021,3,EURO,9.51,–,–,Currency,86742532,100568719,0
10_26_2021,4,SCHWAB SHORT-TER,3.35,SCHO,US8085248628,Mutual Fund,694950,35463299,0
10_26_2021,5,B 07/14/22,2.36,–,US912796K576,Treasury Bill,25000000,24983750,0
10_26_2021,6,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,6236,0,188389560
10_26_2021,7,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,1488,0,47333280
10_26_2021,8,ECX EMISSION      DEC21,0,MOZ21,–,Future,9637,0,668261571
10_26_2021,9,ECX EMISSION      DEC22,0,MOZ22,–,Future,796,0,55520289
10_26_2021,10,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,75884031
10_26_2021,11,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,7484,0,95944880
10_27_2021,1,EURO,61.11,–,–,Currency,560130526,649524597,0
10_27_2021,2,Cash,21.99,–,–,Cash,233727268,233727268,0
10_27_2021,3,EURO,11.21,–,–,Currency,102733853,119129670,0
10_27_2021,4,SCHWAB SHORT-TER,3.34,SCHO,US8085248628,Mutual Fund,694950,35456349,0
10_27_2021,5,B 07/14/22,2.35,–,US912796K576,Treasury Bill,25000000,24984562,0
10_27_2021,6,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,6311,0,187878470
10_27_2021,7,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,1506,0,47258280
10_27_2021,8,ECX EMISSION      DEC21,0,MOZ21,–,Future,9750,0,677232510
10_27_2021,9,ECX EMISSION      DEC22,0,MOZ22,–,Future,805,0,56260480
10_27_2021,10,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,75962481
10_27_2021,11,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,7578,0,91618020
10_28_2021,1,EURO,62.34,–,–,Currency,567460141,662595620,0
10_28_2021,2,Cash,22.23,–,–,Cash,236330419,236330419,0
10_28_2021,3,EURO,9.74,–,–,Currency,88697615,103567893,0
10_28_2021,4,SCHWAB SHORT-TER,3.34,SCHO,US8085248628,Mutual Fund,694950,35449400,0
10_28_2021,5,B 07/14/22,2.35,–,US912796K576,Treasury Bill,25000000,24983427,0
10_28_2021,6,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,6372,0,188993520
10_28_2021,7,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,1521,0,47500830
10_28_2021,8,ECX EMISSION      DEC21,0,MOZ21,–,Future,9846,0,673361458
10_28_2021,9,ECX EMISSION      DEC22,0,MOZ22,–,Future,813,0,55951776
10_28_2021,10,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,76452794
10_28_2021,11,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,7652,0,93890040
10_29_2021,1,EURO,61.67,–,–,Currency,573540058,663727328,0
10_29_2021,2,Cash,24.74,–,–,Cash,266267553,266267553,0
10_29_2021,3,EURO,7.97,–,–,Currency,74149939,85809770,0
10_29_2021,4,SCHWAB SHORT-TER,3.3,SCHO,US8085248628,Mutual Fund,694950,35463299,0
10_29_2021,5,B 07/14/22,2.32,–,US912796K576,Treasury Bill,25000000,24983177,0
10_29_2021,6,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,6422,0,195549900
10_29_2021,7,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,1535,0,49242800
10_29_2021,8,ECX EMISSION      DEC21,0,MOZ21,–,Future,9941,0,675410950
10_29_2021,9,ECX EMISSION      DEC22,0,MOZ22,–,Future,821,0,56131880
10_29_2021,10,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,75629069
10_29_2021,11,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,7714,0,97273540
11_01_2021,1,EURO,62.46,–,–,Currency,579588557,671768651,0
11_01_2021,2,Cash,27.6,–,–,Cash,296866238,296866238,0
11_01_2021,3,EURO,4.32,–,–,Currency,40089429,46465413,0
11_01_2021,4,SCHWAB SHORT-TER,3.29,SCHO,US8085248628,Mutual Fund,694950,35435501,0
11_01_2021,5,B 07/14/22,2.32,–,US912796K576,Treasury Bill,25000000,24983243,0
11_01_2021,6,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,6514,0,206624080
11_01_2021,7,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,1554,0,51888060
11_01_2021,8,ECX EMISSION      DEC21,0,MOZ21,–,Future,10077,0,665041355
11_01_2021,9,ECX EMISSION      DEC22,0,MOZ22,–,Future,832,0,55246158
11_01_2021,10,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,75939600
11_01_2021,11,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,7831,0,94363550
11_02_2021,1,EURO,60.74,–,–,Currency,587747448,680609857,0
11_02_2021,2,Cash,26.88,–,–,Cash,301162872,301162872,0
11_02_2021,3,EURO,6.98,–,–,Currency,67557374,78231246,0
11_02_2021,4,SCHWAB SHORT-TER,3.17,SCHO,US8085248628,Mutual Fund,694950,35470248,0
11_02_2021,5,B 07/14/22,2.23,–,US912796K576,Treasury Bill,25000000,24983704,0
11_02_2021,6,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,6574,0,208790240
11_02_2021,7,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,1568,0,52371200
11_02_2021,8,ECX EMISSION      DEC21,0,MOZ21,–,Future,10168,0,700112650
11_02_2021,9,ECX EMISSION      DEC22,0,MOZ22,–,Future,840,0,58158785
11_02_2021,10,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,75776163
11_02_2021,11,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,7904,0,98800000
11_03_2021,1,EURO,60.54,–,–,Currency,587747448,680877932,0
11_03_2021,2,Cash,26.72,–,–,Cash,300447786,300447786,0
11_03_2021,3,EURO,7.37,–,–,Currency,71523602,82856749,0
11_03_2021,4,SCHWAB SHORT-TER,3.15,SCHO,US8085248628,Mutual Fund,694950,35463299,0
11_03_2021,5,B 07/14/22,2.22,–,US912796K576,Treasury Bill,25000000,24982938,0
11_03_2021,6,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,6574,0,208790240
11_03_2021,7,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,1568,0,52371200
11_03_2021,8,ECX EMISSION      DEC21,0,MOZ21,–,Future,10168,0,704628901
11_03_2021,9,ECX EMISSION      DEC22,0,MOZ22,–,Future,840,0,58532008
11_03_2021,10,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,75965750
11_03_2021,11,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,7904,0,97930560
11_04_2021,1,EURO,60.5,–,–,Currency,587747448,678582502,0
11_04_2021,2,Cash,26.7,–,–,Cash,299444643,299444643,0
11_04_2021,3,EURO,7.41,–,–,Currency,71958207,83079187,0
11_04_2021,4,SCHWAB SHORT-TER,3.16,SCHO,US8085248628,Mutual Fund,694950,35498046,0
11_04_2021,5,B 07/14/22,2.23,–,US912796K576,Treasury Bill,25000000,24986056,0
11_04_2021,6,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,6586,0,207063840
11_04_2021,7,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,1571,0,52157200
11_04_2021,8,ECX EMISSION      DEC21,0,MOZ21,–,Future,10187,0,704036091
11_04_2021,9,ECX EMISSION      DEC22,0,MOZ22,–,Future,842,0,58502736
11_04_2021,10,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,75580038
11_04_2021,11,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,7918,0,97866480
11_05_2021,1,EURO,61.09,–,–,Currency,592077881,684119290,0
11_05_2021,2,Cash,26.62,–,–,Cash,298088676,298088676,0
11_05_2021,3,EURO,6.89,–,–,Currency,66787114,77169499,0
11_05_2021,4,SCHWAB SHORT-TER,3.17,SCHO,US8085248628,Mutual Fund,694950,35504996,0
11_05_2021,5,B 07/14/22,2.23,–,US912796K576,Treasury Bill,25000000,24986567,0
11_05_2021,6,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,6598,0,207309160
11_05_2021,7,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,1574,0,52256800
11_05_2021,8,ECX EMISSION      DEC21,0,MOZ21,–,Future,10206,0,700360895
11_05_2021,9,ECX EMISSION      DEC22,0,MOZ22,–,Future,844,0,58248931
11_05_2021,10,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,75560425
11_05_2021,11,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,7933,0,99797140
11_08_2021,1,EURO,60.35,–,–,Currency,594674789,689166393,0
11_08_2021,2,Cash,26.19,–,–,Cash,299074080,299074080,0
11_08_2021,3,EURO,8.17,–,–,Currency,80478700,93266466,0
11_08_2021,4,SCHWAB SHORT-TER,3.11,SCHO,US8085248628,Mutual Fund,694950,35463299,0
11_08_2021,5,B 07/14/22,2.19,–,US912796K576,Treasury Bill,25000000,24985420,0
11_08_2021,6,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,6598,0,208694740
11_08_2021,7,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,1574,0,52540120
11_08_2021,8,ECX EMISSION      DEC21,0,MOZ21,–,Future,10206,0,717113166
11_08_2021,9,ECX EMISSION      DEC22,0,MOZ22,–,Future,844,0,59625491
11_08_2021,10,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,75815388
11_08_2021,11,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,7933,0,101939050
11_09_2021,1,EURO,60.27,–,–,Currency,594674789,688902932,0
11_09_2021,2,Cash,26.53,–,–,Cash,303207604,303207604,0
11_09_2021,3,EURO,7.91,–,–,Currency,78058319,90426912,0
11_09_2021,4,SCHWAB SHORT-TER,3.11,SCHO,US8085248628,Mutual Fund,694950,35491097,0
11_09_2021,5,B 07/14/22,2.19,–,US912796K576,Treasury Bill,25000000,24987188,0
11_09_2021,6,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,6598,0,211136000
11_09_2021,7,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,1574,0,53201200
11_09_2021,8,ECX EMISSION      DEC21,0,MOZ21,–,Future,10206,0,714237923
11_09_2021,9,ECX EMISSION      DEC22,0,MOZ22,–,Future,844,0,59397373
11_09_2021,10,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,75844806
11_09_2021,11,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,7933,0,102970340
11_10_2021,1,EURO,57.48,–,–,Currency,594674789,684975050,0
11_10_2021,2,Cash,26.97,–,–,Cash,321455635,321455635,0
11_10_2021,3,EURO,10.48,–,–,Currency,108428939,124893672,0
11_10_2021,4,SCHWAB SHORT-TER,2.97,SCHO,US8085248628,Mutual Fund,694950,35421602,0
11_10_2021,5,B 07/14/22,2.1,–,US912796K576,Treasury Bill,25000000,24986656,0
11_10_2021,6,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,6645,0,219351450
11_10_2021,7,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,1585,0,55395750
11_10_2021,8,ECX EMISSION      DEC21,0,MOZ21,–,Future,10279,0,747804739
11_10_2021,9,ECX EMISSION      DEC22,0,MOZ22,–,Future,850,0,62151422
11_10_2021,10,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,75119144
11_10_2021,11,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,7989,0,105454800
11_11_2021,1,EURO,57.23,–,–,Currency,599666243,687879970,0
11_11_2021,2,Cash,26.83,–,–,Cash,322511740,322511740,0
11_11_2021,3,EURO,10.92,–,–,Currency,114433461,131267162,0
11_11_2021,4,SCHWAB SHORT-TER,2.95,SCHO,US8085248628,Mutual Fund,694950,35400753,0
11_11_2021,5,B 07/14/22,2.08,–,US912796K576,Treasury Bill,25000000,24988139,0
11_11_2021,6,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,6645,0,224534550
11_11_2021,7,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,1585,0,56663750
11_11_2021,8,ECX EMISSION      DEC21,0,MOZ21,–,Future,10279,0,751092388
11_11_2021,9,ECX EMISSION      DEC22,0,MOZ22,–,Future,850,0,62421997
11_11_2021,10,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,74864181
11_11_2021,11,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,7989,0,106093920
11_12_2021,1,EURO,57.48,–,–,Currency,599666243,686289733,0
11_12_2021,2,Cash,26.95,–,–,Cash,321833664,321833664,0
11_12_2021,3,EURO,10.51,–,–,Currency,109642353,125480502,0
11_12_2021,4,SCHWAB SHORT-TER,2.97,SCHO,US8085248628,Mutual Fund,694950,35421602,0
11_12_2021,5,B 07/14/22,2.09,–,US912796K576,Treasury Bill,25000000,24985356,0
11_12_2021,6,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,6645,0,224601000
11_12_2021,7,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,1585,0,56679600
11_12_2021,8,ECX EMISSION      DEC21,0,MOZ21,–,Future,10279,0,744297569
11_12_2021,9,ECX EMISSION      DEC22,0,MOZ22,–,Future,850,0,61849665
11_12_2021,10,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,74854375
11_12_2021,11,EURO FX CURR FUT  MAR22,0,ECH2,–,Future,383,0,54950925
11_12_2021,12,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,7989,0,105374910
11_15_2021,1,EURO,54.48,–,–,Currency,599666243,684847585,0
11_15_2021,2,Cash,29.16,–,–,Cash,366588560,366588560,0
11_15_2021,3,EURO,11.56,–,–,Currency,127228493,145301036,0
11_15_2021,4,SCHWAB SHORT-TER,2.82,SCHO,US8085248628,Mutual Fund,694950,35421602,0
11_15_2021,5,B 07/14/22,1.99,–,US912796K576,Treasury Bill,25000000,24985375,0
11_15_2021,6,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,6750,0,237600000
11_15_2021,7,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,1611,0,59913090
11_15_2021,8,ECX EMISSION      DEC21,0,MOZ21,–,Future,10442,0,786232681
11_15_2021,9,ECX EMISSION      DEC22,0,MOZ22,–,Future,863,0,65265595
11_15_2021,10,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,74468663
11_15_2021,11,EURO FX CURR FUT  MAR22,0,ECH2,–,Future,383,0,54668463
11_15_2021,12,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,8122,0,106804300
11_16_2021,1,EURO,53.71,–,–,Currency,611923720,694562802,0
11_16_2021,2,Cash,28.88,–,–,Cash,373449081,373449081,0
11_16_2021,3,EURO,12.75,–,–,Currency,145216218,164827379,0
11_16_2021,4,SCHWAB SHORT-TER,2.74,SCHO,US8085248628,Mutual Fund,694950,35421602,0
11_16_2021,5,B 07/14/22,1.93,–,US912796K576,Treasury Bill,25000000,24985478,0
11_16_2021,6,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,6910,0,237358500
11_16_2021,7,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,1649,0,59908170
11_16_2021,8,ECX EMISSION      DEC21,0,MOZ21,–,Future,10686,0,819322263
11_16_2021,9,ECX EMISSION      DEC22,0,MOZ22,–,Future,883,0,67982441
11_16_2021,10,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,74017575
11_16_2021,11,EURO FX CURR FUT  MAR22,0,ECH2,–,Future,383,0,54338125
11_16_2021,12,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,8315,0,108178150
11_17_2021,1,EURO,54.83,–,–,Currency,633947027,716867038,0
11_17_2021,2,Cash,31.39,–,–,Cash,410411031,410411031,0
11_17_2021,3,EURO,9.15,–,–,Currency,105787630,119624609,0
11_17_2021,4,SCHWAB SHORT-TER,2.71,SCHO,US8085248628,Mutual Fund,694950,35428551,0
11_17_2021,5,B 07/14/22,1.91,–,US912796K576,Treasury Bill,25000000,24986365,0
11_17_2021,6,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,6910,0,236460200
11_17_2021,7,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,1794,0,64978680
11_17_2021,8,ECX EMISSION      DEC21,0,MOZ21,–,Future,10875,0,825896441
11_17_2021,9,ECX EMISSION      DEC22,0,MOZ22,–,Future,899,0,68568917
11_17_2021,10,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,74004500
11_17_2021,11,EURO FX CURR FUT  MAR22,0,ECH2,–,Future,383,0,54328550
11_17_2021,12,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,8463,0,111034560
11_18_2021,1,EURO,55.41,–,–,Currency,656054096,744526137,0
11_18_2021,2,Cash,29.23,–,–,Cash,392774617,392774617,0
11_18_2021,3,EURO,10.87,–,–,Currency,128690030,146044498,0
11_18_2021,4,SCHWAB SHORT-TER,2.64,SCHO,US8085248628,Mutual Fund,694950,35435501,0
11_18_2021,5,B 07/14/22,1.86,–,US912796K576,Treasury Bill,25000000,24988479,0
11_18_2021,6,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,6910,0,240951700
11_18_2021,7,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,1794,0,66144780
11_18_2021,8,ECX EMISSION      DEC21,0,MOZ21,–,Future,10875,0,852800822
11_18_2021,9,ECX EMISSION      DEC22,0,MOZ22,–,Future,899,0,70783867
11_18_2021,10,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,74367331
11_18_2021,11,EURO FX CURR FUT  MAR22,0,ECH2,–,Future,383,0,54596650
11_18_2021,12,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,8463,0,112219380
11_19_2021,1,EURO,54.89,–,–,Currency,656054096,742487009,0
11_19_2021,2,Cash,34.56,–,–,Cash,467488376,467488376,0
11_19_2021,3,EURO,6.09,–,–,Currency,72747873,82332160,0
11_19_2021,4,SCHWAB SHORT-TER,2.62,SCHO,US8085248628,Mutual Fund,694950,35428551,0
11_19_2021,5,B 07/14/22,1.85,–,US912796K576,Treasury Bill,25000000,24988016,0
11_19_2021,6,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,6910,0,239431500
11_19_2021,7,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,1852,0,67820240
11_19_2021,8,ECX EMISSION      DEC21,0,MOZ21,–,Future,10951,0,859631005
11_19_2021,9,ECX EMISSION      DEC22,0,MOZ22,–,Future,905,0,71337668
11_19_2021,10,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,73831256
11_19_2021,11,EURO FX CURR FUT  MAR22,0,ECH2,–,Future,383,0,54206469
11_19_2021,12,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,8521,0,114181400
11_22_2021,1,EURO,54.39,–,–,Currency,664889424,747764121,0
11_22_2021,2,Cash,34.74,–,–,Cash,477583193,477583193,0
11_22_2021,3,EURO,6.48,–,–,Currency,79230460,89106087,0
11_22_2021,4,SCHWAB SHORT-TER,2.57,SCHO,US8085248628,Mutual Fund,694950,35372955,0
11_22_2021,5,B 07/14/22,1.82,–,US912796K576,Treasury Bill,25000000,24985438,0
11_22_2021,6,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,6910,0,239086000
11_22_2021,7,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,1982,0,72501560
11_22_2021,8,ECX EMISSION      DEC21,0,MOZ21,–,Future,11094,0,872253382
11_22_2021,9,ECX EMISSION      DEC22,0,MOZ22,–,Future,919,0,72575750
11_22_2021,10,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,73455350
11_22_2021,11,EURO FX CURR FUT  MAR22,0,ECH2,–,Future,383,0,53938369
11_22_2021,12,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,8653,0,116123260
11_23_2021,1,EURO,56.06,–,–,Currency,677674350,763301514,0
11_23_2021,2,Cash,33.67,–,–,Cash,458513365,458513365,0
11_23_2021,3,EURO,5.83,–,–,Currency,70522234,79433031,0
11_23_2021,4,SCHWAB SHORT-TER,2.6,SCHO,US8085248628,Mutual Fund,694950,35386854,0
11_23_2021,5,B 07/14/22,1.83,–,US912796K576,Treasury Bill,25000000,24984292,0
11_23_2021,6,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,6910,0,235907400
11_23_2021,7,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,1982,0,71550200
11_23_2021,8,ECX EMISSION      DEC21,0,MOZ21,–,Future,11119,0,866280586
11_23_2021,9,ECX EMISSION      DEC22,0,MOZ22,–,Future,919,0,71930470
11_23_2021,10,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,73573025
11_23_2021,11,EURO FX CURR FUT  MAR22,0,ECH2,–,Future,383,0,54024544
11_23_2021,12,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,8653,0,115517550
11_24_2021,1,EURO,55.5,–,–,Currency,677674350,758754899,0
11_24_2021,2,Cash,30.63,–,–,Cash,418749624,418749624,0
11_24_2021,3,EURO,9.46,–,–,Currency,115456499,129270326,0
11_24_2021,4,SCHWAB SHORT-TER,2.59,SCHO,US8085248628,Mutual Fund,694950,35372955,0
11_24_2021,5,B 07/14/22,1.83,–,US912796K576,Treasury Bill,25000000,24981632,0
11_24_2021,6,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,6910,0,203983200
11_24_2021,7,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,2015,0,63412050
11_24_2021,8,ECX EMISSION      DEC21,0,MOZ21,–,Future,11155,0,910619892
11_24_2021,9,ECX EMISSION      DEC22,0,MOZ22,–,Future,922,0,75596278
11_24_2021,10,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,73233075
11_24_2021,11,EURO FX CURR FUT  MAR22,0,ECH2,–,Future,383,0,53775594
11_24_2021,12,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,8683,0,113139490
11_26_2021,1,EURO,56.12,–,–,Currency,686604828,776930803,0
11_26_2021,2,Cash,30.21,–,–,Cash,418180208,418180208,0
11_26_2021,3,EURO,9.31,–,–,Currency,113901438,128885688,0
11_26_2021,4,SCHWAB SHORT-TER,2.56,SCHO,US8085248628,Mutual Fund,694950,35449400,0
11_26_2021,5,B 07/14/22,1.8,–,US912796K576,Treasury Bill,25000000,24983448,0
11_26_2021,6,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,6910,0,211100500
11_26_2021,7,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,2015,0,65487500
11_26_2021,8,ECX EMISSION      DEC21,0,MOZ21,–,Future,11155,0,918664879
11_26_2021,9,ECX EMISSION      DEC22,0,MOZ22,–,Future,922,0,76285604
11_26_2021,10,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,73912975
11_26_2021,11,EURO FX CURR FUT  MAR22,0,ECH2,–,Future,383,0,54275888
11_26_2021,12,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,8683,0,112271190
11_29_2021,1,EURO,55.25,–,–,Currency,686604828,773700267,0
11_29_2021,2,Cash,29.9,–,–,Cash,418707329,418707329,0
11_29_2021,3,EURO,10.53,–,–,Currency,130859607,147459075,0
11_29_2021,4,SCHWAB SHORT-TER,2.53,SCHO,US8085248628,Mutual Fund,694950,35449400,0
11_29_2021,5,B 07/14/22,1.78,–,US912796K576,Treasury Bill,25000000,24982108,0
11_29_2021,6,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,8060,0,255905000
11_29_2021,7,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,5115,0,172119750
11_29_2021,8,ECX EMISSION      DEC21,0,MOZ21,–,Future,6155,0,514702624
11_29_2021,9,ECX EMISSION      DEC22,0,MOZ22,–,Future,5922,0,497420506
11_29_2021,10,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,73716850
11_29_2021,11,EURO FX CURR FUT  MAR22,0,ECH2,–,Future,383,0,54132263
11_29_2021,12,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,7683,0,99494850
11_29_2021,13,RGGI VINTAGE 21   DEC22,0,ZRDZ22,–,Future,1250,0,16487500
11_30_2021,1,EURO,54.58,–,–,Currency,686604828,772838103,0
11_30_2021,2,Cash,29.63,–,–,Cash,419603107,419603107,0
11_30_2021,3,EURO,11.52,–,–,Currency,144884408,163080984,0
11_30_2021,4,SCHWAB SHORT-TER,2.5,SCHO,US8085248628,Mutual Fund,694950,35435501,0
11_30_2021,5,B 07/14/22,1.76,–,US912796K576,Treasury Bill,25000000,24982813,0
11_30_2021,6,CA CARBON ALLOW 21DEC21,0,ZCAZ21,–,Future,760,0,23560000
11_30_2021,7,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,10154,0,335082000
11_30_2021,8,CA CARBON ALLOW 21DEC23,0,ZCAZ23,–,Future,1725,0,60306000
11_30_2021,9,ECX EMISSION      DEC21,0,MOZ21,–,Future,3033,0,257307591
11_30_2021,10,ECX EMISSION      DEC22,0,MOZ22,–,Future,9044,0,770921546
11_30_2021,11,ECX EMISSION      DEC23,0,MOZ23,–,Future,815,0,70223824
11_30_2021,12,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,74046994
11_30_2021,13,EURO FX CURR FUT  MAR22,0,ECH2,–,Future,383,0,54376425
11_30_2021,14,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,594,0,7603200
11_30_2021,15,RGGI VINTAGE 21   DEC22,0,ZRDZ22,–,Future,4700,0,61288000
12_01_2021,1,EURO,49.65,–,–,Currency,628170754,711969573,0
12_01_2021,2,Cash,28.29,–,–,Cash,405742977,405742977,0
12_01_2021,3,EURO,12.95,–,–,Currency,163802175,185653605,0
12_01_2021,4,BRITISH STERLING POUND,4.9,–,–,Currency,52800000,70316558,0
12_01_2021,5,SCHWAB SHORT-TER,2.47,SCHO,US8085248628,Mutual Fund,694950,35414652,0
12_01_2021,6,B 07/14/22,1.74,–,US912796K576,Treasury Bill,25000000,24980945,0
12_01_2021,7,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,10575,0,339774750
12_01_2021,8,CA CARBON ALLOW 21DEC23,0,ZCAZ23,–,Future,2050,0,69659000
12_01_2021,9,ECX EMISSION      DEC22,0,MOZ22,–,Future,9044,0,791337187
12_01_2021,10,ECX EMISSION      DEC23,0,MOZ23,–,Future,815,0,72050323
12_01_2021,11,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,74007769
12_01_2021,12,EURO FX CURR FUT  MAR22,0,ECH2,–,Future,383,0,54342913
12_01_2021,13,RGGI VINTAGE 21   DEC21,0,ZRDZ21,–,Future,500,0,6345000
12_01_2021,14,RGGI VINTAGE 21   DEC22,0,ZRDZ22,–,Future,5339,0,69300220
12_01_2021,15,UK EMISS ALLOW FU DEC22,0,UKEZ2,–,Future,750,0,69707281
12_02_2021,1,EURO,49.85,–,–,Currency,628170754,710930131,0
